"Appendix 3. Upper 25% quantile of Evolutionary Distinctiveness across 9,755 lepidosaur species and respective threat status according to the IUCN Red List.",,,,
,,,,
Infraorder,species,status,x,
Gekkota,Lepidoblepharis_colombianus,DD,21.58585628,
Gekkota,Lepidoblepharis_conolepis,UA,20.31525255,
Gekkota,Lepidoblepharis_duolepis,UA,19.90025852,
Gekkota,Lepidoblepharis_festae,UA,23.23668205,
Gekkota,Lepidoblepharis_grandis,UA,19.93321122,
Gekkota,Lepidoblepharis_heyerorum,UA,21.09710844,
Gekkota,Lepidoblepharis_hoogmoedi,UA,21.33852233,
Gekkota,Lepidoblepharis_intermedius,UA,21.04004644,
Gekkota,Lepidoblepharis_microlepis,UA,20.32951068,
Gekkota,Lepidoblepharis_miyatai,UA,21.97564027,
Gekkota,Lepidoblepharis_montecanoensis,DD,21.98389647,
Gekkota,Lepidoblepharis_oxycephalus,UA,19.9070316,
Gekkota,Lepidoblepharis_peraccae,UA,22.89775206,
Gekkota,Lepidoblepharis_ruthveni,UA,20.88498745,
Gekkota,Lepidoblepharis_sanctaemartae,LC,20.45755269,
Gekkota,Lepidoblepharis_williamsi,UA,21.0403202,
Gekkota,Lepidoblepharis_xanthostigma,LC,23.86490355,
Gekkota,Lepidodactylus_balioburius,LC,18.92312655,
Gekkota,Lepidodactylus_christiani,LC,18.38796836,
Gekkota,Lepidodactylus_euaensis,CR,20.18968817,
Gekkota,Lepidodactylus_flaviocularis,DD,17.47759643,
Gekkota,Lepidodactylus_gardineri,VU,15.88013668,
Gekkota,Lepidodactylus_guppyi,LC,15.80600828,
Gekkota,Lepidodactylus_herrei,LC,18.46288752,
Gekkota,Lepidodactylus_intermedius,UA,16.99292304,
Gekkota,Lepidodactylus_magnus,UA,17.99888922,
Gekkota,Lepidodactylus_manni,VU,18.84178277,
Gekkota,Lepidodactylus_mutahi,DD,17.86567229,
Gekkota,Lepidodactylus_novaeguineae,UA,29.58144736,
Gekkota,Lepidodactylus_oligoporus,DD,17.65567708,
Gekkota,Lepidodactylus_orientalis,UA,25.27995935,
Gekkota,Lepidodactylus_paurolepis,DD,17.21897977,
Gekkota,Lepidodactylus_puLCher,DD,19.01603673,
Gekkota,Lepidodactylus_pumilus,UA,17.38766921,
Gekkota,Lepidodactylus_ranauensis,UA,17.59838345,
Gekkota,Lepidodactylus_shebae,DD,20.54993751,
Gekkota,Lepidodactylus_tepukapili,UA,19.73348595,
Gekkota,Lepidodactylus_vanuatuensis,LC,15.80600828,
Gekkota,Lepidodactylus_yami,UA,32.26354953,
Gekkota,Lucasium_alboguttatum,UA,21.42386954,
Gekkota,Lucasium_bungabinna,UA,16.28946416,
Gekkota,Lucasium_byrnei,LC,26.41806597,
Gekkota,Lucasium_immaculatum,UA,25.5753928,
Gekkota,Lucasium_maini,UA,21.68743649,
Gekkota,Lucasium_occultum,UA,15.98585231,
Gekkota,Lucasium_squarrosum,UA,16.38138475,
Gekkota,Lucasium_steindachneri,UA,23.53783938,
Gekkota,Lucasium_wombeyi,UA,15.90757803,
Gekkota,Luperosaurus_brooksii,UA,17.55858811,
Gekkota,Luperosaurus_browni,UA,18.28254702,
Gekkota,Luperosaurus_gulat,UA,28.5328296,
Gekkota,Luperosaurus_iskandari,DD,22.83290225,
Gekkota,Luperosaurus_joloensis,EN,34.43248458,
Gekkota,Luperosaurus_kubli,DD,17.83426476,
Gekkota,Luperosaurus_palawanensis,DD,20.31542182,
Gekkota,Luperosaurus_sorok,UA,18.68232989,
Gekkota,Luperosaurus_yasumai,UA,19.18253414,
Gekkota,Lygodactylus_angolensis,UA,20.86050932,
Gekkota,Lygodactylus_angularis,UA,33.72130142,
Gekkota,Lygodactylus_arnoulti,LC,17.4697026,
Gekkota,Lygodactylus_bernardi,UA,27.09494371,
Gekkota,Lygodactylus_bivittis,VU,32.23166546,
Gekkota,Lygodactylus_blancae,NT,22.17779081,
Gekkota,Lygodactylus_blanci,VU,19.94701985,
Gekkota,Lygodactylus_bradfieldi,UA,21.23014513,
Gekkota,Lygodactylus_broadleyi,UA,17.90162914,
Gekkota,Lygodactylus_capensis,UA,17.44744694,
Gekkota,Lygodactylus_chobiensis,LC,23.6891438,
Gekkota,Lygodactylus_conraui,UA,29.19282253,
Gekkota,Lygodactylus_decaryi,DD,20.47488023,
Gekkota,Lygodactylus_depressus,UA,20.37805233,
Gekkota,Lygodactylus_expectatus,NT,50.16198527,
Gekkota,Lygodactylus_fischeri,UA,18.22109322,
Gekkota,Lygodactylus_grandisonae,DD,19.74910557,
Gekkota,Lygodactylus_grotei,UA,17.31288522,
Gekkota,Lygodactylus_guibei,NT,22.69219286,
Gekkota,Lygodactylus_gutturalis,UA,26.6488094,
Gekkota,Lygodactylus_heterurus,LC,19.32221657,
Gekkota,Lygodactylus_howelli,NT,17.87260219,
Gekkota,Lygodactylus_insularis,UA,17.87932336,
Gekkota,Lygodactylus_klemmeri,NT,16.89851782,
Gekkota,Lygodactylus_klugei,UA,29.38204509,
Gekkota,Lygodactylus_lawrencei,UA,27.65996628,
Gekkota,Lygodactylus_madagascariensis,VU,29.99532457,
Gekkota,Lygodactylus_manni,LC,21.00422856,
Gekkota,Lygodactylus_miops,LC,22.65138307,
Gekkota,Lygodactylus_mirabilis,CR,19.69900366,
Gekkota,Lygodactylus_montanus,LC,28.62794456,
Gekkota,Lygodactylus_nigropunctatus,LC,17.09405103,
Gekkota,Lygodactylus_ocellatus,UA,20.2368962,
Gekkota,Lygodactylus_ornatus,EN,18.22490805,
Gekkota,Lygodactylus_pauliani,DD,17.4659485,
Gekkota,Lygodactylus_picturatus,LC,19.10249399,
Gekkota,Lygodactylus_rarus,NT,40.15344816,
Gekkota,Lygodactylus_regulus,UA,20.19711077,
Gekkota,Lygodactylus_rex,UA,20.3702894,
Gekkota,Lygodactylus_roavolana,EN,24.69478928,
Gekkota,Lygodactylus_scheffleri,DD,22.16367044,
Gekkota,Lygodactylus_scorteccii,UA,20.84099295,
Gekkota,Lygodactylus_somalicus,UA,17.83590684,
Gekkota,Lygodactylus_stevensoni,UA,25.7268198,
Gekkota,Lygodactylus_thomensis,UA,36.70868932,
Gekkota,Lygodactylus_tolampyae,LC,26.79341252,
Gekkota,Lygodactylus_tuberosus,LC,24.7536363,
Gekkota,Lygodactylus_verticillatus,LC,19.15580817,
Gekkota,Lygodactylus_waterbergensis,UA,17.13755055,
Gekkota,Lygodactylus_wetzeli,UA,18.60638011,
Gekkota,Lygodactylus_williamsi,CR,20.58380941,
Gekkota,Matoatoa_brevipes,VU,44.9909143,
Gekkota,Matoatoa_spannringi,DD,44.9909143,
Gekkota,Mediodactylus_aspratilis,DD,15.77129967,
Gekkota,Mediodactylus_brachykolon,UA,30.57652562,
Gekkota,Mediodactylus_heterocercus,LC,16.38445889,
Gekkota,Mediodactylus_heteropholis,DD,16.84778178,
Gekkota,Mediodactylus_ilamensis,UA,16.14736878,
Gekkota,Mediodactylus_kotschyi,LC,19.34454944,
Gekkota,Mediodactylus_russowii,LC,22.07746228,
Gekkota,Mediodactylus_sagittifer,DD,17.60885036,
Gekkota,Mediodactylus_spinicauda,LC,20.44506434,
Gekkota,Mediodactylus_stevenandersoni,UA,15.66088718,
Gekkota,Mediodactylus_walli,LC,15.68569093,
Gekkota,Microgecko_depressus,LC,34.65767594,
Gekkota,Microgecko_helenae,DD,25.16585312,
Gekkota,Microgecko_latifi,LC,33.12859818,
Gekkota,Microgecko_persicus,UA,25.16585312,
Gekkota,Nactus_acutus,UA,28.24149329,
Gekkota,Nactus_cheverti,UA,15.8474086,
Gekkota,Nactus_eboracensis,UA,26.42993767,
Gekkota,Nactus_sphaerodactylodes,UA,15.75687972,
Gekkota,Nactus_vankampeni,UA,24.94550956,
Gekkota,Narudasia_festiva,UA,72.40693786,
Gekkota,Nebulifera_robusta,UA,23.6683133,
Gekkota,Nephrurus_deleani,EN,15.63878784,
Gekkota,Nephrurus_laevissimus,UA,15.63878784,
Gekkota,Nephrurus_levis,LC,20.31418989,
Gekkota,Nephrurus_sheai,UA,16.88379111,
Gekkota,Nephrurus_stellatus,LC,20.31418989,
Gekkota,Nephrurus_vertebralis,UA,19.98364131,
Gekkota,Nephrurus_wheeleri,LC,28.6181425,
Gekkota,Oedodera_marmorata,CR,31.70284854,
Gekkota,Oedura_castelnaui,UA,22.68649773,
Gekkota,Oedura_coggeri,UA,22.42198368,
Gekkota,Oedura_filicipoda,UA,25.01219211,
Gekkota,Oedura_gemmata,UA,21.50474026,
Gekkota,Oedura_gracilis,UA,25.79147854,
Gekkota,Oedura_jowalbinna,UA,18.30483172,
Gekkota,Oedura_marmorata,UA,20.85998574,
Gekkota,Oedura_monilis,UA,23.38482965,
Gekkota,Oedura_murrumanu,UA,18.68128107,
Gekkota,Oedura_tryoni,UA,24.25083552,
Gekkota,Ophidiocephalus_taeniatus,VU,27.5312385,
Gekkota,Orraya_occultus,DD,42.06527942,
Gekkota,Pachydactylus_acuminatus,UA,19.29604403,
Gekkota,Pachydactylus_affinis,UA,16.09719755,
Gekkota,Pachydactylus_amoenus,UA,29.40977008,
Gekkota,Pachydactylus_atorquatus,UA,15.73515621,
Gekkota,Pachydactylus_austeni,UA,32.98204674,
Gekkota,Pachydactylus_barnardi,UA,18.30059323,
Gekkota,Pachydactylus_bicolor,UA,22.02210905,
Gekkota,Pachydactylus_boehmei,UA,25.97437935,
Gekkota,Pachydactylus_capensis,UA,18.91696518,
Gekkota,Pachydactylus_caraculicus,UA,24.29314327,
Gekkota,Pachydactylus_carinatus,UA,21.14804874,
Gekkota,Pachydactylus_etultra,UA,19.17449355,
Gekkota,Pachydactylus_fasciatus,LC,16.37785953,
Gekkota,Pachydactylus_formosus,UA,18.15696826,
Gekkota,Pachydactylus_gaiasensis,UA,27.72176171,
Gekkota,Pachydactylus_geitje,UA,23.29401792,
Gekkota,Pachydactylus_goodi,UA,16.90493133,
Gekkota,Pachydactylus_griffini,UA,21.14804874,
Gekkota,Pachydactylus_haackei,UA,36.51073311,
Gekkota,Pachydactylus_katanganus,UA,17.16484064,
Gekkota,Pachydactylus_kladaroderma,UA,29.62047905,
Gekkota,Pachydactylus_kobosensis,UA,15.7775882,
Gekkota,Pachydactylus_labialis,LC,25.54521209,
Gekkota,Pachydactylus_laevigatus,UA,20.41307046,
Gekkota,Pachydactylus_maculatus,LC,21.39760472,
Gekkota,Pachydactylus_maraisi,UA,21.93008398,
Gekkota,Pachydactylus_mariquensis,UA,29.03441447,
Gekkota,Pachydactylus_mclachlani,UA,22.81006548,
Gekkota,Pachydactylus_monicae,UA,18.72969459,
Gekkota,Pachydactylus_namaquensis,UA,29.33737859,
Gekkota,Pachydactylus_oculatus,UA,21.50930719,
Gekkota,Pachydactylus_oreophilus,UA,27.72176171,
Gekkota,Pachydactylus_oshaughnessyi,UA,22.41683566,
Gekkota,Pachydactylus_otaviensis,UA,26.97581563,
Gekkota,Pachydactylus_parascutatus,UA,22.4372814,
Gekkota,Pachydactylus_punctatus,UA,18.51433776,
Gekkota,Pachydactylus_purcelli,UA,23.51801206,
Gekkota,Pachydactylus_rangei,UA,29.18953806,
Gekkota,Pachydactylus_robertsi,UA,17.03501514,
Gekkota,Pachydactylus_rugosus,UA,20.53208235,
Gekkota,Pachydactylus_sansteynae,UA,32.1150717,
Gekkota,Pachydactylus_scherzi,UA,18.57594586,
Gekkota,Pachydactylus_scutatus,UA,23.46306056,
Gekkota,Pachydactylus_tigrinus,UA,21.47152425,
Gekkota,Pachydactylus_tsodiloensis,NT,16.49969758,
Gekkota,Pachydactylus_vansoni,LC,16.16545579,
Gekkota,Pachydactylus_vanzyli,UA,25.30334388,
Gekkota,Pachydactylus_visseri,UA,17.09877471,
Gekkota,Pachydactylus_waterbergensis,UA,18.40173222,
Gekkota,Pachydactylus_weberi,UA,23.08098927,
Gekkota,Paniegekko_madjo,NT,24.84477451,
Gekkota,Paradelma_orientalis,VU,21.36828126,
Gekkota,Paragehyra_gabriellae,EN,45.7926121,
Gekkota,Paragehyra_petiti,VU,45.7926121,
Gekkota,Paroedura_androyensis,VU,32.22651142,
Gekkota,Paroedura_bastardi,LC,29.27408153,
Gekkota,Paroedura_gracilis,LC,26.69548903,
Gekkota,Paroedura_homalorhina,LC,24.72416386,
Gekkota,Paroedura_hordiesi,UA,24.69446413,
Gekkota,Paroedura_ibityensis,NT,24.93089253,
Gekkota,Paroedura_karstophila,LC,23.47955372,
Gekkota,Paroedura_lohatsara,CR,24.93350714,
Gekkota,Paroedura_maingoka,NT,29.44675341,
Gekkota,Paroedura_masobe,EN,40.28731971,
Gekkota,Paroedura_oviceps,NT,23.47955372,
Gekkota,Paroedura_picta,LC,28.97526606,
Gekkota,Paroedura_sanctijohannis,EN,22.79198543,
Gekkota,Paroedura_stellata,UA,21.64716638,
Gekkota,Paroedura_stumpffi,LC,23.10977569,
Gekkota,Paroedura_tanjaka,EN,24.93089253,
Gekkota,Paroedura_vahiny,LC,23.70456044,
Gekkota,Paroedura_vazimba,VU,36.04943643,
Gekkota,Perochirus_ateles,EN,37.49257729,
Gekkota,Perochirus_guentheri,DD,36.30197927,
Gekkota,Perochirus_scutellatus,LC,36.57708837,
Gekkota,Phelsuma_andamanense,LC,27.43506465,
Gekkota,Phelsuma_astriata,LC,17.84767258,
Gekkota,Phelsuma_barbouri,LC,21.33443401,
Gekkota,Phelsuma_borai,DD,25.55439419,
Gekkota,Phelsuma_breviceps,VU,25.55439419,
Gekkota,Phelsuma_edwardnewtoni,UA,19.52348094,
Gekkota,Phelsuma_flavigularis,EN,18.46887322,
Gekkota,Phelsuma_gigas,EX,19.52348094,
Gekkota,Phelsuma_gouldi,DD,20.20390997,
Gekkota,Phelsuma_guentheri,EN,19.74056037,
Gekkota,Phelsuma_guttata,LC,23.92391433,
Gekkota,Phelsuma_klemmeri,EN,19.52018881,
Gekkota,Phelsuma_madagascariensis,LC,18.0900098,
Gekkota,Phelsuma_modesta,LC,20.96529928,
Gekkota,Phelsuma_mutabilis,LC,20.16812303,
Gekkota,Phelsuma_nigristriata,VU,21.04154059,
Gekkota,Phelsuma_pronki,CR,21.33443401,
Gekkota,Phelsuma_roesleri,EN,16.63429506,
Gekkota,Phelsuma_seippi,EN,16.36211022,
Gekkota,Phelsuma_serraticauda,EN,24.67875425,
Gekkota,Phelsuma_standingi,VU,28.42048707,
Gekkota,Phelsuma_sundbergi,LC,17.84767258,
Gekkota,Phelsuma_vanheygeni,EN,22.24774094,
Gekkota,Phyllodactylus_bordai,LC,16.64494711,
Gekkota,Phyllodactylus_davisi,LC,15.97118541,
Gekkota,Phyllodactylus_deLCampoi,LC,18.41607731,
Gekkota,Phyllodactylus_kofordi,UA,16.47324716,
Gekkota,Phyllodactylus_lanei,LC,19.757492,
Gekkota,Phyllodactylus_muralis,LC,18.22790368,
Gekkota,Phyllodactylus_palmeus,UA,23.4847357,
Gekkota,Phyllodactylus_paucituberculatus,DD,19.11393225,
Gekkota,Phyllodactylus_reissii,LC,20.62961048,
Gekkota,Phyllodactylus_rutteni,UA,16.7477302,
Gekkota,Phyllodactylus_tuberculosus,LC,18.36657087,
Gekkota,Phyllodactylus_wirshingi,UA,34.3065406,
Gekkota,Phyllodactylus_xanti,LC,17.24085618,
Gekkota,Phyllopezus_lutzae,UA,38.6211779,
Gekkota,Phyllopezus_maranjonensis,UA,38.6211779,
Gekkota,Phyllopezus_periosus,UA,41.11976891,
Gekkota,Phyllopezus_pollicaris,UA,41.11976891,
Gekkota,Phyllurus_amnicola,UA,20.49000603,
Gekkota,Phyllurus_caudiannulatus,UA,17.71730737,
Gekkota,Phyllurus_championae,UA,18.08918363,
Gekkota,Phyllurus_gulbaru,CR,18.95255835,
Gekkota,Phyllurus_isis,UA,18.37319608,
Gekkota,Phyllurus_kabikabi,UA,19.95940738,
Gekkota,Phyllurus_nepthys,UA,19.27995506,
Gekkota,Phyllurus_ossa,LC,18.51410005,
Gekkota,Phyllurus_platurus,UA,19.82726149,
Gekkota,Pletholax_gracilis,UA,27.5312385,
Gekkota,Pristurus_abdelkuri,LC,24.19264645,
Gekkota,Pristurus_adrarensis,DD,23.39675855,
Gekkota,Pristurus_carteri,LC,20.42384756,
Gekkota,Pristurus_celerrimus,LC,42.64385343,
Gekkota,Pristurus_collaris,LC,20.25861396,
Gekkota,Pristurus_crucifer,UA,21.94647186,
Gekkota,Pristurus_flavipunctatus,UA,21.50127969,
Gekkota,Pristurus_gallagheri,NT,24.87855254,
Gekkota,Pristurus_guichardi,LC,18.55793284,
Gekkota,Pristurus_insignis,LC,19.99336541,
Gekkota,Pristurus_insignoides,LC,22.40708058,
Gekkota,Pristurus_longipes,DD,18.09166379,
Gekkota,Pristurus_mazbah,DD,22.51285165,
Gekkota,Pristurus_minimus,LC,28.99533764,
Gekkota,Pristurus_obsti,LC,18.56473465,
Gekkota,Pristurus_ornithocephalus,LC,18.96801352,
Gekkota,Pristurus_phillipsii,UA,17.44041834,
Gekkota,Pristurus_popovi,LC,21.49868477,
Gekkota,Pristurus_rupestris,LC,23.81270814,
Gekkota,Pristurus_saada,LC,18.37004389,
Gekkota,Pristurus_samhaensis,LC,17.2777869,
Gekkota,Pristurus_schneideri,LC,19.09413434,
Gekkota,Pristurus_simonettai,UA,18.29746184,
Gekkota,Pristurus_sokotranus,LC,17.2777869,
Gekkota,Pristurus_somalicus,UA,21.94647186,
Gekkota,Pseudoceramodactylus_khobarensis,LC,27.58260319,
Gekkota,Pseudogekko_brevipes,VU,30.35012366,
Gekkota,Pseudogekko_compressicorpus,LC,24.71190917,
Gekkota,Pseudogekko_labialis,LC,23.5673415,
Gekkota,Pseudogekko_smaragdinus,LC,25.45878711,
Gekkota,Pseudogonatodes_barbouri,UA,27.21334324,
Gekkota,Pseudogonatodes_furvus,UA,28.71017597,
Gekkota,Pseudogonatodes_gasconi,UA,30.45877706,
Gekkota,Pseudogonatodes_guianensis,UA,27.80805274,
Gekkota,Pseudogonatodes_lunulatus,UA,27.95928298,
Gekkota,Pseudogonatodes_manessi,UA,39.80631617,
Gekkota,Pseudogonatodes_peruvianus,UA,25.35184834,
Gekkota,Pseudothecadactylus_australis,UA,36.19618803,
Gekkota,Pseudothecadactylus_cavaticus,UA,36.19618803,
Gekkota,Pseudothecadactylus_lindneri,UA,38.1797649,
Gekkota,Ptenopus_carpi,UA,35.07407367,
Gekkota,Ptenopus_garrulus,UA,34.74503942,
Gekkota,Ptenopus_kochi,LC,36.27022643,
Gekkota,Ptychozoon_horsfieldii,DD,25.82624895,
Gekkota,Ptychozoon_intermedium,NT,25.71776719,
Gekkota,Ptychozoon_kaengkrachanense,UA,23.3660363,
Gekkota,Ptychozoon_kuhli,UA,29.56879049,
Gekkota,Ptychozoon_lionotum,LC,32.98939706,
Gekkota,Ptychozoon_nicobarensis,UA,22.37505462,
Gekkota,Ptychozoon_rhacophorus,UA,38.44609125,
Gekkota,Ptychozoon_trinotaterra,UA,30.4265211,
Gekkota,Ptyodactylus_ananjevae,UA,20.8428276,
Gekkota,Ptyodactylus_dhofarensis,UA,20.83798843,
Gekkota,Ptyodactylus_guttatus,UA,21.59025013,
Gekkota,Ptyodactylus_hasselquistii,UA,18.71297034,
Gekkota,Ptyodactylus_homolepis,UA,20.91963814,
Gekkota,Ptyodactylus_orlovi,UA,17.06899095,
Gekkota,Ptyodactylus_oudrii,LC,25.77304948,
Gekkota,Ptyodactylus_puiseuxi,UA,20.20571696,
Gekkota,Ptyodactylus_ragazzii,UA,23.42619318,
Gekkota,Pygopus_lepidopodus,UA,16.71333106,
Gekkota,Quedenfeldtia_moerens,LC,38.34398553,
Gekkota,Quedenfeldtia_trachyblepharus,NT,38.34398553,
Gekkota,Ramigekko_swartbergensis,UA,31.3429487,
Gekkota,Rhacodactylus_auriculatus,LC,17.8881532,
Gekkota,Rhacodactylus_leachianus,LC,22.15035568,
Gekkota,Rhinogecko_femoralis,UA,17.62361367,
Gekkota,Rhinogecko_misonnei,LC,17.62361367,
Gekkota,Rhoptropella_ocellata,NT,62.86374745,
Gekkota,Rhoptropus_afer,UA,20.83537773,
Gekkota,Rhoptropus_barnardi,UA,17.15961395,
Gekkota,Rhoptropus_biporosus,UA,17.15961395,
Gekkota,Rhoptropus_boultoni,UA,19.10714777,
Gekkota,Saltuarius_cornutus,LC,18.30103648,
Gekkota,Saltuarius_salebrosus,UA,18.64864352,
Gekkota,Saltuarius_swaini,UA,18.66616152,
Gekkota,Saurodactylus_fasciatus,VU,74.02109199,
Gekkota,Saurodactylus_mauritanicus,LC,72.00492532,
Gekkota,Sphaerodactylus_argus,UA,16.57053046,
Gekkota,Sphaerodactylus_ariasae,UA,17.21345517,
Gekkota,Sphaerodactylus_asterulus,UA,15.69297129,
Gekkota,Sphaerodactylus_becki,UA,15.85819017,
Gekkota,Sphaerodactylus_bromeliarum,UA,15.97261863,
Gekkota,Sphaerodactylus_cinereus,UA,21.43300394,
Gekkota,Sphaerodactylus_clenchi,UA,19.61059944,
Gekkota,Sphaerodactylus_cochranae,UA,18.24585561,
Gekkota,Sphaerodactylus_copei,UA,16.36407094,
Gekkota,Sphaerodactylus_corticola,LC,17.55475168,
Gekkota,Sphaerodactylus_cricoderus,UA,22.7195015,
Gekkota,Sphaerodactylus_cryphius,UA,18.3819855,
Gekkota,Sphaerodactylus_docimus,UA,17.07119745,
Gekkota,Sphaerodactylus_dunni,LC,25.84897604,
Gekkota,Sphaerodactylus_elasmorhynchus,UA,15.66038046,
Gekkota,Sphaerodactylus_elegans,UA,21.74380198,
Gekkota,Sphaerodactylus_elegantulus,UA,17.51603955,
Gekkota,Sphaerodactylus_fantasticus,UA,22.2923983,
Gekkota,Sphaerodactylus_glaucus,LC,28.17682487,
Gekkota,Sphaerodactylus_goniorhynchus,NT,20.37400428,
Gekkota,Sphaerodactylus_graptolaemus,LC,15.73631971,
Gekkota,Sphaerodactylus_heliconiae,UA,17.34627059,
Gekkota,Sphaerodactylus_kirbyi,VU,16.19802149,
Gekkota,Sphaerodactylus_ladae,UA,19.05695043,
Gekkota,Sphaerodactylus_lazelli,UA,16.86645799,
Gekkota,Sphaerodactylus_leucaster,UA,16.71297047,
Gekkota,Sphaerodactylus_mariguanae,UA,17.95046032,
Gekkota,Sphaerodactylus_microlepis,UA,16.93740619,
Gekkota,Sphaerodactylus_micropithecus,EN,16.34438136,
Gekkota,Sphaerodactylus_millepunctatus,LC,16.16973596,
Gekkota,Sphaerodactylus_molei,UA,25.32849183,
Gekkota,Sphaerodactylus_notatus,LC,22.13673472,
Gekkota,Sphaerodactylus_nycteropus,UA,17.70328287,
Gekkota,Sphaerodactylus_oliveri,UA,15.81565758,
Gekkota,Sphaerodactylus_oxyrhinus,UA,16.2048192,
Gekkota,Sphaerodactylus_pacificus,LC,16.12899655,
Gekkota,Sphaerodactylus_parkeri,UA,15.98607167,
Gekkota,Sphaerodactylus_parvus,UA,26.90216076,
Gekkota,Sphaerodactylus_perissodactylius,UA,16.31757994,
Gekkota,Sphaerodactylus_phyzacinus,UA,16.86016152,
Gekkota,Sphaerodactylus_poindexteri,UA,17.92953029,
Gekkota,Sphaerodactylus_ramsdeni,UA,22.30613428,
Gekkota,Sphaerodactylus_rhabdotus,UA,16.62556837,
Gekkota,Sphaerodactylus_richardi,NT,15.73085373,
Gekkota,Sphaerodactylus_sabanus,UA,18.32939599,
Gekkota,Sphaerodactylus_samanensis,UA,18.37429233,
Gekkota,Sphaerodactylus_savagei,LC,16.79059717,
Gekkota,Sphaerodactylus_scaber,LC,16.54174586,
Gekkota,Sphaerodactylus_schuberti,UA,15.80573355,
Gekkota,Sphaerodactylus_schwartzi,UA,25.40566339,
Gekkota,Sphaerodactylus_shrevei,UA,23.75783794,
Gekkota,Sphaerodactylus_sommeri,UA,16.01310332,
Gekkota,Sphaerodactylus_sputator,UA,28.93216461,
Gekkota,Sphaerodactylus_storeyae,EN,17.21174844,
Gekkota,Sphaerodactylus_thompsoni,NT,17.7022807,
Gekkota,Sphaerodactylus_torrei,VU,20.9869757,
Gekkota,Sphaerodactylus_vincenti,LC,15.71816035,
Gekkota,Sphaerodactylus_williamsi,CR,15.83786121,
Gekkota,Sphaerodactylus_zygaena,UA,16.02658925,
Gekkota,Stenodactylus_arabicus,LC,16.87493342,
Gekkota,Stenodactylus_mauritanicus,UA,18.42642482,
Gekkota,Stenodactylus_petrii,UA,16.00664763,
Gekkota,Stenodactylus_puLCher,LC,22.98849621,
Gekkota,Stenodactylus_sharqiyahensis,UA,16.87493342,
Gekkota,Stenodactylus_stenurus,UA,16.00664763,
Gekkota,Stenodactylus_sthenodactylus,UA,18.42642482,
Gekkota,Stenodactylus_yemenensis,LC,22.14007183,
Gekkota,Strophurus_elderi,UA,23.26284481,
Gekkota,Strophurus_horneri,UA,24.888602,
Gekkota,Strophurus_krisalys,UA,16.59153899,
Gekkota,Strophurus_mcmillani,UA,18.23191511,
Gekkota,Strophurus_robinsoni,UA,18.51070061,
Gekkota,Strophurus_taenicauda,NT,23.6683133,
Gekkota,Tarentola_americana,LC,26.8364982,
Gekkota,Tarentola_boettgeri,LC,18.0557617,
Gekkota,Tarentola_chazaliae,VU,16.27196961,
Gekkota,Tarentola_delalandii,LC,15.84392054,
Gekkota,Tenuidactylus_elongatus,LC,18.25678045,
Gekkota,Teratoscincus_bedriagai,UA,24.29724118,
Gekkota,Teratoscincus_microlepis,UA,29.02858107,
Gekkota,Teratoscincus_przewalskii,LC,23.83790662,
Gekkota,Teratoscincus_roborowskii,UA,23.95158112,
Gekkota,Teratoscincus_scincus,UA,29.69906611,
Gekkota,Teratoscincus_toksunicus,UA,23.65448026,
Gekkota,Thecadactylus_oskrobapreinorum,UA,34.31014084,
Gekkota,Thecadactylus_rapicauda,UA,40.62780709,
Gekkota,Thecadactylus_solimoensis,UA,40.03540983,
Gekkota,Toropuku_stephensi,VU,20.43732668,
Gekkota,Tropiocolotes_algericus,UA,22.32458783,
Gekkota,Tropiocolotes_bisharicus,UA,16.58912364,
Gekkota,Tropiocolotes_nattereri,LC,26.99528781,
Gekkota,Tropiocolotes_scortecci,LC,19.5407136,
Gekkota,Tropiocolotes_somalicus,UA,15.66260687,
Gekkota,Tropiocolotes_tripolitanus,LC,20.92834748,
Gekkota,Tropiocolotes_wolfgangboehmei,DD,16.48408579,
Gekkota,Tukutuku_rakiurae,NT,20.88704013,
Gekkota,Underwoodisaurus_milii,UA,22.45733172,
Gekkota,Underwoodisaurus_seorsus,UA,22.45733172,
Gekkota,Urocotyledon_inexpectata,LC,28.15520987,
Gekkota,Urocotyledon_palmata,UA,27.18790148,
Gekkota,Urocotyledon_rasmusseni,UA,29.05944149,
Gekkota,Urocotyledon_weileri,DD,26.90749802,
Gekkota,Urocotyledon_wolterstorffi,UA,27.61096239,
Gekkota,Uroplatus_alluaudi,NT,39.07241138,
Gekkota,Uroplatus_ebenaui,VU,42.92785989,
Gekkota,Uroplatus_fimbriatus,LC,22.88180434,
Gekkota,Uroplatus_finiavana,NT,40.01932102,
Gekkota,Uroplatus_giganteus,VU,22.88180434,
Gekkota,Uroplatus_guentheri,EN,43.59755534,
Gekkota,Uroplatus_henkeli,VU,28.08807368,
Gekkota,Uroplatus_lineatus,LC,41.92225312,
Gekkota,Uroplatus_malahelo,EN,43.59755534,
Gekkota,Uroplatus_malama,VU,50.45208787,
Gekkota,Uroplatus_phantasticus,LC,40.01932102,
Gekkota,Uroplatus_pietschmanni,EN,39.07241138,
Gekkota,Uroplatus_sameiti,LC,22.15355231,
Gekkota,Uroplatus_sikorae,LC,22.15355231,
Gekkota,Uvidicolus_sphyrurus,NT,36.73665691,
Gekkota,Woodworthia_brunneus,UA,18.58561931,
Gekkota,Woodworthia_chrysosireticus,LC,20.59144699,
